Species,12/28/11,4/3/12,8/7/12,11/6/12,1/26/13,2/8/13,2/5/13,3/24/13,4/7/13,4/29/13,7/14/13,9/3/13,9/24/13,11/10/13,12/14/13,1/19/14,2/17/14,3/23/14,5/4/14,6/16/14,7/24/14,8/22/14,8/25/14,9/28/14,11/16/14,12/7/14,12/17/14,1/6/15,1/14/15,1/25/15,2/8/15,2/23/15,3/8/15,3/24/15,4/4/15,4/19/15,5/3/15,5/31/15,6/14/15,7/8/15,7/9/15,7/10/15,7/11/15,7/12/15,7/15/15,7/19/15,7/26/15,8/23/15,9/6/15,9/16/15,10/11/15,11/8/15,11/22/15,12/27/15,1/10/16,1/24/16,2/7/16,2/28/16,3/13/16,3/27/16,4/24/16,5/8/16,5/22/16,6/5/16,6/15/16,6/19/16,6/26/16,7/3/16,7/19/16,7/31/16,8/14/16,9/4/16,9/11/16,10/8/16,10/17/16,10/26/16,11/5/16,11/9/16,11/10/16,11/13/16,11/20/16,11/27/16,12/1/16,12/3/16,12/4/16,12/11/16,12/17/16,12/25/16,1/1/17,1/8/17,1/15/17,1/22/17,1/31/17,2/11/17,2/26/17,3/13/17,4/16/17,4/30/17,5/14/17,5/28/17,6/25/17,7/17/17,8/13/17,9/16/17,10/15/17,10/25/17,11/9/17,12/3/17,12/10/17,12/31/17,1/14/18,1/24/18,2/12/18,2/25/18,3/10/18,3/26/18,4/8/18,4/20/18,5/13/18,5/27/18,6/10/18,6/24/18,7/1/18,7/17/18,7/18/18,7/29/18,8/11/18,8/25/18,8/31/18,9/1/18,9/18/18,9/19/18,9/24/18,9/29/18,10/3/18,10/7/18,10/17/18,11/4/18,11/14/18,11/24/18,12/1/18,12/12/18,12/25/18,1/13/19,1/27/19,2/10/19,2/24/19,3/18/19,3/31/19,4/14/19,4/28/19,5/12/19,5/19/19,6/2/19,6/16/19,6/23/19,7/14/19,7/28/19,8/11/19
Streptococcus_constellatus,0.002,0.0,0.0,0.0,0.0,0.0,,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.005,0.002,0.0,0.005,0.01,0.001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_parasanguinis,0.008,0.257,0.018,0.001,0.005,0.028,,0.019,0.036,0.037,0.013,0.005,0.009,0.009,0.0,0.0,,0.013,0.0,0.0,,0.019,0.0,0.04,0.071,0.003,0.025,0.0,0.0,0.0,0.073,0.0,0.051,0.01,0.021,0.0,0.002,0.002,0.0,0.004,0.002,0.0,0.0,0.0,0.023,0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_salivarius,0.163,0.289,0.017,0.025,0.004,0.064,,0.016,0.01,0.027,0.044,0.003,0.001,0.006,0.01,0.001,,0.024,0.002,0.002,,0.095,0.013,0.037,0.06,0.018,0.015,0.004,0.0,0.0,0.044,0.024,0.035,0.007,0.016,0.002,0.008,0.008,0.007,0.003,0.001,0.0,0.0,0.0,0.009,0.026,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_thermophilus,0.749,0.576,0.785,0.713,0.387,0.092,,0.149,0.312,0.354,0.047,0.0,0.162,0.617,0.023,0.021,,0.004,0.115,0.0,,0.023,0.003,0.23,0.04,0.0,1.207,0.294,0.082,0.0,0.272,0.023,0.015,0.005,0.017,0.005,0.039,0.039,0.118,0.178,0.0,0.0,0.0,0.713,0.024,0.286,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_vestibularis,0.0,0.005,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subdoligranulum_sp_4_3_54A2FAA,0.187,0.156,0.107,0.147,0.122,0.0,,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.169,0.0,,0.0,0.46,0.139,,0.146,0.339,0.0,0.0,0.408,0.0,0.208,0.0,0.396,0.0,0.0,0.108,0.321,0.321,0.256,0.16,0.16,0.749,0.194,0.0,0.0,0.293,0.0,0.0,0.438,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subdoligranulum_unclassified,6.617,2.539,5.354,5.108,6.289,7.629,,4.174,4.82,5.038,4.804,2.422,1.803,1.966,4.162,3.087,,4.218,9.83,4.313,,5.613,7.777,3.348,6.056,9.599,3.909,5.437,9.949,11.686,7.568,8.717,9.992,14.252,10.621,10.909,6.596,6.596,13.968,9.794,7.526,8.763,8.132,6.367,7.517,13.616,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of Metagenomics Relative Abundances,99.957,99.985,99.965,99.983,99.987,99.993,0.0,99.997,99.998,99.981,99.98,99.991,99.995,99.992,100.0,100.0,0.0,99.999,99.996,99.989,0.0,99.992,99.991,99.992,99.995,99.996,99.984,99.987,99.988,99.997,99.982,100.0,99.984,99.993,99.99,99.998,99.978,99.978,99.988,99.993,99.991,100.0,99.994,99.998,99.996,99.999,99.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutterella_wadsworthensis,0.023,0.002,0.125,0.014,0.373,0.589,,1.074,1.754,1.018,0.81,0.231,0.281,0.804,0.111,0.145,,0.393,0.291,0.423,,0.652,0.388,0.549,0.848,1.126,2.598,0.651,0.439,0.554,0.466,1.118,0.552,0.451,0.809,0.429,0.684,0.684,0.529,2.658,4.634,4.322,2.029,2.452,0.834,1.505,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5likevirus_unclassified,0.0,0.0,1.66,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torque_teno_virus,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonella_atypica,0.0,0.044,0.0,0.0,0.002,0.0,,0.009,0.018,0.031,0.022,0.012,0.012,0.003,0.002,0.0,,0.008,0.0,0.001,,0.001,0.0,0.014,0.003,0.001,0.017,0.0,0.0,0.0,0.038,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.028,0.0,0.001,0.002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonella_parvula,0.009,0.111,0.002,0.036,0.032,0.034,,0.039,0.082,0.107,0.037,0.023,0.017,0.023,0.005,0.006,,0.016,0.003,0.013,,0.019,0.0,0.097,0.033,0.009,0.062,0.02,0.0,0.0,0.158,0.006,0.054,0.0,0.019,0.022,0.01,0.01,0.0,0.128,0.313,0.168,0.047,0.039,0.049,0.038,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonella_unclassified,0.004,0.084,0.005,0.02,0.038,0.022,,0.034,0.036,0.052,0.045,0.044,0.037,0.037,0.016,0.012,,0.026,0.011,0.02,,0.024,0.002,0.042,0.027,0.016,0.125,0.01,0.0,0.002,0.095,0.005,0.016,0.001,0.018,0.0,0.014,0.014,0.002,0.033,0.187,0.119,0.031,0.056,0.038,0.036,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p__Actinobacteria;f__Bifidobacteriaceae;g__Bifidobacterium,0.21,0.09,0.17,0.04,0.06,0.01,0.05,0.13,0.05,0.1,0.13,0.37,0.59,0.28,1.02,0.16,0.0,0.0,0.05,0.01,0.01,0.09,0.08,0.02,0.04,0.01,0.04,0.08,0.14,0.04,0.06,0.04,0.21,0.02,0.02,0.01,0.02,0.02,0.13,0.02,0.03,0.03,0.08,0.03,0.03,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.03,0.07,0.07,0.11,0.06,0.02,0.0,0.03,0.0,0.0,0.0,0.06,0.1,0.1,0.08,0.0,0.05,0.03,0.0,0.11,0.03,0.16,0.16,0.01,0.0,0.0,0.02,0.03,0.06,0.0,0.0,0.02,0.0,0.0,0.22,0.0,0.06,0.15,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.02,0.03,0.04,0.03,0.0,0.02,0.02,0.2,0.22,0.17,0.16,0.4,0.76,0.17,0.68,0.68,0.41,0.39,0.46,0.31,0.52,0.04,0.1,0.3
p__Actinobacteria;f__Coriobacteriaceae;g__,0.91,0.58,1.11,0.41,0.18,0.17,0.18,0.04,0.09,0.12,0.18,0.09,0.08,0.01,0.1,0.14,0.22,0.08,0.25,0.08,0.15,0.42,0.92,0.1,0.06,0.24,0.11,0.13,0.14,0.2,0.12,0.24,0.22,0.18,0.58,0.13,0.46,0.13,0.35,0.16,0.07,0.1,0.26,0.07,0.1,0.18,0.25,0.15,0.1,0.0,0.03,0.07,0.09,0.04,0.02,0.17,0.21,0.26,0.15,0.1,0.07,0.06,0.0,0.19,0.23,0.14,0.15,0.1,0.08,0.08,0.32,0.08,0.15,0.07,0.13,0.02,0.42,0.02,0.03,0.06,0.16,0.25,0.2,0.02,0.0,0.0,0.0,0.02,0.06,0.05,0.2,0.09,0.22,0.06,0.07,0.16,0.05,0.07,0.04,0.04,0.08,0.06,0.04,0.05,0.06,0.04,0.03,0.03,0.02,0.06,0.02,0.02,0.0,0.13,0.05,0.12,0.1,0.06,0.05,0.08,0.05,0.03,0.27,0.18,0.03,0.02,0.02,0.1,0.06,0.08,0.07,0.0,0.01,0.06,0.06,0.07,0.04,0.11,0.01,0.13,0.05,0.03,0.04,0.03,0.08,0.06,0.17,0.25,0.11,0.18,0.12,0.16,0.06,0.15,0.11,0.19,0.12,0.24,0.16
p__Bacteroidetes;f__Bacteroidaceae;g__Bacteroides,4.18,2.1,11.18,6.31,26.44,24.14,18.35,22.05,20.3,21.51,16.45,7.29,4.66,10.85,13.5,15.2,21.19,15.71,10.55,11.12,16.23,9.38,19.52,14.56,10.93,14.66,20.76,21.14,13.01,10.43,11.6,9.79,18.32,11.58,7.28,10.85,11.36,13.64,15.43,18.2,28.47,27.7,23.26,25.54,13.73,3.86,11.07,14.33,30.49,33.12,15.2,18.81,11.47,10.16,40.7,16.51,12.66,11.85,8.89,10.12,12.48,10.88,22.07,18.98,7.4,7.51,20.9,30.11,5.42,17.87,16.05,20.75,19.02,17.79,10.17,19.46,24.06,30.14,38.22,19.35,10.23,12.51,7.67,34.44,10.83,30.02,11.75,6.04,21.33,13.34,7.99,10.91,8.17,15.53,2.78,7.1,23.15,13.7,13.89,15.63,10.07,22.77,18.79,8.59,15.74,9.72,38.34,16.82,11.49,9.07,14.48,17.58,14.43,7.76,6.72,12.48,5.38,27.13,22.18,16.11,16.72,22.17,9.34,8.29,9.2,15.52,7.45,10.52,10.77,7.54,7.39,18.04,17.02,6.96,11.72,26.33,10.24,13.22,14.25,7.84,8.28,14.59,9.26,7.26,11.56,11.14,9.8,9.58,15.67,10.47,13.92,7.54,9.62,10.88,8.46,10.67,5.14,0.74,9.02
p__Bacteroidetes;f__Porphyromonadaceae;g__Parabacteroides,0.43,0.33,1.54,1.44,5.93,3.57,3.75,3.23,3.43,2.65,4.52,2.17,2.65,2.95,6.7,10.76,5.77,6.22,5.5,6.16,4.23,2.87,3.42,1.68,2.14,3.47,3.45,3.97,3.34,2.33,2.89,2.58,2.07,2.43,2.32,2.84,1.31,1.76,1.68,3.3,3.45,3.67,2.92,2.95,1.95,2.2,3.04,2.98,4.66,7.86,5.66,8.79,3.99,3.13,6.29,1.98,2.05,1.0,0.91,1.24,1.41,1.53,4.24,2.63,1.21,1.03,3.32,1.73,0.51,3.36,1.89,1.96,3.83,1.77,1.19,4.06,3.69,2.43,3.43,2.83,1.46,3.08,4.8,0.0,0.0,4.83,1.18,2.68,3.08,1.33,2.08,1.45,1.79,3.02,0.34,0.83,1.66,1.76,1.24,1.87,1.45,2.14,1.05,1.53,2.6,1.35,5.41,1.88,2.02,0.67,2.82,1.4,1.15,1.41,0.93,1.54,0.73,2.53,3.28,2.93,3.19,5.11,2.21,0.82,2.23,3.44,0.9,0.73,1.13,0.94,1.04,2.11,1.69,0.79,1.68,3.76,1.53,3.22,2.43,1.63,1.56,2.73,2.23,1.81,2.34,1.75,1.72,3.07,1.91,2.54,1.91,1.75,1.97,1.97,1.2,1.23,0.86,1.39,0.51
p__Bacteroidetes;f__Prevotellaceae;g__Prevotella,0.01,0.0,0.02,0.02,0.0,0.01,3.75,4.01,10.86,4.35,2.36,3.51,3.33,7.93,0.5,0.48,0.41,1.41,1.11,4.77,4.32,1.82,1.2,6.56,12.64,1.91,9.38,3.44,1.87,1.07,2.22,2.86,1.49,4.18,2.1,1.11,1.81,1.38,2.69,7.42,19.05,5.89,4.66,5.79,7.11,6.24,0.27,0.24,1.42,8.9,5.23,1.57,0.11,0.1,0.74,1.2,0.46,1.37,0.08,0.12,2.16,0.54,1.3,0.17,0.0,0.08,0.3,2.08,0.06,2.99,0.03,0.06,0.26,0.19,0.14,4.57,0.03,0.21,4.41,2.2,0.02,0.0,0.04,0.0,0.0,0.0,0.34,0.19,0.09,0.13,0.32,0.56,0.63,0.65,0.04,0.1,5.61,5.24,0.12,1.73,0.83,1.76,2.17,1.01,1.54,0.75,1.64,2.09,0.14,1.75,0.56,2.25,0.48,0.05,0.26,0.02,0.1,0.92,0.14,0.54,0.42,0.14,0.0,0.25,0.24,1.22,0.2,0.34,0.53,0.5,8.46,9.89,11.68,1.88,3.71,0.54,0.18,0.5,5.19,0.09,0.15,1.01,0.75,0.39,0.29,0.52,0.11,0.53,0.04,0.16,0.07,0.05,0.54,0.17,0.71,0.09,0.51,0.07,0.32
p__Bacteroidetes;f__Rikenellaceae;g__,2.5,0.63,2.21,3.48,7.65,5.91,7.17,2.45,3.11,3.04,4.73,1.96,3.43,4.17,6.2,9.72,8.41,4.41,8.21,8.88,8.43,3.56,8.71,2.96,2.02,3.71,2.99,7.07,8.26,7.55,5.95,3.11,5.23,5.69,2.36,5.33,3.69,4.09,3.09,1.7,1.46,2.38,3.02,5.53,6.63,4.92,5.36,6.95,5.43,2.81,6.05,6.88,5.61,6.48,2.55,3.02,3.45,1.67,2.91,2.73,2.25,2.87,5.15,3.28,2.92,1.59,3.74,5.56,1.36,2.72,1.35,5.93,5.25,2.77,2.27,2.75,10.72,1.1,2.72,6.39,2.97,6.27,2.89,0.0,0.0,4.32,2.26,17.91,9.84,7.31,6.12,10.09,13.93,12.82,1.83,3.99,7.9,6.02,9.39,7.46,6.56,5.68,4.48,8.6,9.21,7.99,5.25,3.75,5.02,2.76,4.41,4.4,4.88,7.48,2.11,7.13,3.18,5.75,5.67,6.27,5.53,8.89,5.05,3.72,5.25,4.19,7.2,4.59,10.12,9.97,3.05,3.95,2.95,5.56,9.67,14.49,5.42,14.37,5.94,9.13,9.34,12.49,7.77,9.75,11.41,9.92,4.98,8.23,13.35,15.75,4.38,4.31,4.13,4.36,7.14,5.74,3.81,10.89,7.26
p__Bacteroidetes;f__S24-7;g__,0.09,2.02,1.25,1.02,2.13,1.53,0.66,0.62,0.48,0.51,0.96,1.16,0.43,0.84,1.4,0.08,0.39,2.3,0.51,4.13,0.98,0.89,0.6,1.61,0.92,1.76,2.72,1.8,1.9,0.65,3.51,2.47,1.17,0.47,0.65,0.18,0.3,0.75,0.13,0.04,0.16,0.1,0.08,0.18,0.48,0.62,1.41,0.34,0.21,0.15,1.32,0.93,1.0,0.14,0.06,0.49,0.51,0.41,0.8,1.17,2.14,0.37,0.09,0.24,0.25,0.18,1.46,0.13,0.21,1.78,0.04,0.17,0.54,0.33,0.5,0.86,0.03,0.01,0.02,0.24,0.14,0.13,0.08,0.0,0.0,0.0,0.3,0.31,0.7,0.62,0.32,2.64,0.64,0.96,0.18,0.3,1.52,2.53,1.15,2.85,1.52,2.14,2.5,2.82,1.81,0.95,0.17,1.63,0.69,0.79,0.54,1.28,0.48,0.36,0.53,0.21,0.7,0.83,0.46,2.67,1.18,0.63,0.09,0.95,0.13,1.67,2.14,0.21,0.2,0.17,2.34,2.28,0.65,0.64,1.11,0.44,1.83,0.22,1.9,0.6,1.03,1.64,1.37,3.28,2.31,3.28,1.12,1.54,1.35,0.96,1.26,0.85,2.77,1.42,3.88,0.63,3.73,0.24,1.75
p__Bacteroidetes;f__[Barnesiellaceae];g__,0.13,0.06,0.19,0.18,0.47,0.71,0.57,0.11,0.12,0.3,0.25,0.06,0.12,0.14,0.2,0.49,1.12,0.35,0.68,0.38,1.1,0.29,0.75,0.24,0.11,0.63,0.27,1.33,1.14,1.36,0.8,0.47,1.0,0.88,0.51,0.87,0.59,0.93,0.83,0.67,0.24,0.83,0.74,1.11,1.72,1.0,0.5,1.17,0.55,0.3,0.35,0.52,0.45,0.52,1.17,0.27,0.28,0.19,0.15,0.2,0.3,0.38,0.83,0.18,0.26,0.29,0.21,1.3,0.25,0.31,0.49,1.2,0.95,0.56,0.6,0.41,2.35,0.11,0.19,0.92,0.68,1.58,0.27,0.0,0.0,2.27,0.96,2.82,1.91,0.96,0.62,1.0,1.2,0.89,0.12,0.81,0.87,0.83,0.79,0.71,0.89,0.43,0.4,0.48,1.11,0.55,1.7,0.58,0.71,0.22,1.17,0.22,0.78,0.97,0.21,1.1,0.14,0.58,1.38,0.52,1.03,1.15,0.5,0.15,0.47,0.48,0.79,0.47,0.93,1.22,0.0,0.04,0.05,0.2,0.53,1.75,0.08,0.74,0.08,0.07,0.12,0.31,0.24,0.37,0.18,0.16,0.36,0.08,0.27,0.46,0.32,0.26,0.31,0.13,0.08,0.08,0.09,0.66,0.13
p__Bacteroidetes;f__[Paraprevotellaceae];g__[Prevotella],0.41,0.34,0.39,0.8,2.18,0.5,0.79,3.41,2.42,3.57,5.73,4.84,2.56,7.32,5.9,1.47,1.22,2.51,1.1,7.75,3.11,1.2,0.72,5.18,3.5,3.14,7.5,1.93,2.63,0.93,3.71,3.36,1.59,0.58,2.5,0.59,1.32,1.32,0.41,5.65,3.91,2.63,1.46,3.43,4.55,3.39,1.14,2.76,2.21,2.8,5.88,8.42,0.93,0.42,0.2,1.78,1.49,0.88,0.26,1.63,2.13,0.86,0.07,0.25,0.26,0.17,2.14,0.34,0.55,2.47,0.25,1.44,1.94,0.96,0.73,3.87,0.56,2.74,1.05,2.33,0.56,2.18,2.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Cyanobacteria;f__;g__,0.01,0.0,0.02,0.03,0.17,0.04,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.04,0.37,0.02,0.59,0.2,0.72,0.6,0.06,0.39,0.31,0.3,0.23,0.01,0.14,0.33,0.18,0.12,0.01,0.06,0.06,0.03,0.04,0.02,0.02,0.02,0.35,0.13,0.33,0.13,0.22,0.95,0.79,0.07,0.2,0.05,0.02,0.1,0.04,0.2,0.07,0.09,0.02,0.0,0.05,0.0,0.1,0.1,0.0,0.03,0.08,0.04,0.03,1.06,0.3,0.11,0.88,0.19,0.15,0.58,0.45,0.22,1.05,1.11,0.0,0.0,0.02,0.12,2.13,1.33,0.42,0.34,0.27,0.22,0.23,0.04,0.25,0.21,1.45,0.48,0.19,0.39,0.41,0.69,0.68,0.66,1.13,0.49,0.92,0.59,0.08,0.79,0.14,0.14,0.26,0.13,0.12,0.11,0.44,0.17,0.85,0.15,0.25,0.03,0.1,0.1,0.92,0.29,0.18,0.67,0.31,0.33,0.71,0.06,0.11,0.5,0.7,0.39,0.05,1.29,0.16,0.38,1.07,2.24,0.25,0.71,0.67,0.28,0.14,0.3,0.44,0.18,0.07,1.08,0.46,0.51,0.05,0.14,0.04,0.32
p__Euryarchaeota;f__Methanobacteriaceae;g__Methanobrevibacter,11.1,4.5,1.0,3.4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.4,0.0,0.1,0.2,0.5,0.1,0.1,0.2,0.0,0.1,0.2,0.3,0.2,0.2,0.43,0.36,0.3,0.21,0.2,0.14,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.04,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Firmicutes;f__;g__,9.52,2.23,4.84,3.2,2.88,3.48,3.52,3.23,2.57,3.69,2.44,2.4,2.22,3.76,3.0,3.54,3.5,4.74,1.81,2.5,4.43,8.2,4.76,4.95,3.65,7.14,4.63,2.65,3.82,4.27,5.4,6.39,5.79,6.26,9.47,3.36,7.5,4.85,7.23,2.39,1.44,2.17,3.5,5.09,4.27,9.54,8.11,5.52,4.34,2.26,5.23,5.59,8.31,8.29,3.3,5.74,4.06,9.76,12.06,8.05,11.73,9.59,3.28,7.85,10.25,12.24,10.57,2.33,7.11,6.48,10.25,6.35,10.88,9.25,13.06,6.04,9.4,1.95,5.56,3.57,19.44,16.18,7.12,0.25,2.13,2.27,3.26,3.45,2.95,6.13,3.49,3.09,2.22,3.44,4.28,3.86,2.95,6.63,4.13,3.9,5.22,3.9,5.56,5.88,4.68,6.87,4.19,6.28,6.54,7.02,8.28,4.99,5.71,8.24,5.37,6.19,8.19,4.21,10.03,5.51,7.3,2.96,15.74,8.8,3.83,5.87,6.9,5.67,4.15,4.26,4.97,4.16,2.71,4.3,4.7,5.2,7.85,6.53,3.15,6.86,7.58,5.04,8.01,8.38,6.53,7.01,8.62,5.59,5.51,7.85,8.89,7.02,8.21,9.19,8.85,6.25,5.16,6.15,9.82
p__Firmicutes;f__Christensenellaceae;g__,1.64,0.03,0.06,0.3,0.77,0.63,1.01,0.08,0.05,0.08,0.15,0.11,0.18,0.1,0.5,0.19,1.13,0.51,0.68,0.11,0.43,0.13,0.45,0.09,0.08,0.3,0.19,0.47,1.82,0.81,1.26,0.61,0.51,1.32,0.48,1.88,0.37,0.81,0.77,0.02,0.0,0.04,0.09,0.04,0.14,0.4,0.67,0.36,0.15,0.0,0.04,0.07,0.33,0.55,0.23,0.15,0.34,0.13,0.4,0.25,0.11,0.4,0.69,0.43,0.31,0.4,0.21,0.3,0.17,0.04,0.2,0.52,0.3,0.3,0.29,0.11,0.75,0.01,0.02,0.18,1.42,1.69,0.73,0.0,0.0,0.07,0.27,9.24,4.08,3.79,11.84,9.22,1.51,5.08,0.51,1.73,0.48,0.25,0.54,0.27,0.27,0.27,0.22,0.37,0.25,0.56,0.21,0.44,0.75,0.39,1.47,0.41,0.76,1.67,1.16,2.67,2.37,0.41,0.82,0.61,1.17,1.11,1.22,0.88,0.73,0.47,0.89,0.75,0.41,0.49,0.23,0.13,0.04,0.36,0.36,0.48,0.78,1.23,0.71,0.79,0.69,0.59,0.59,1.05,1.02,1.05,1.76,0.37,1.76,1.59,2.28,1.88,1.27,2.29,0.79,0.88,1.58,3.99,0.6
